N,P,K,temperature,humidity,ph,rainfall,label
92,59,57,26.27,65.66,7.78,105.66,Mustard
92,56,55,26.05,67.29,7.67,110.92,Mustard
90,64,57,26.72,63.72,7.85,103.27,Mustard
95,60,60,26.07,62.89,7.77,105.28,Mustard
97,59,56,25.85,64.54,7.84,109.31,Mustard
91,59,58,26.38,65.93,7.8,109.3,Mustard
93,59,57,26.68,66.2,7.62,105.57,Mustard
95,63,58,25.28,64.49,7.73,109.72,Mustard
94,59,57,25.99,65.57,7.71,107.66,Mustard
94,59,55,25.48,66.93,7.84,104.35,Mustard
93,56,57,25.95,63.53,7.81,103.22,Mustard
93,61,56,26.35,63.0,7.63,104.38,Mustard
92,58,54,26.17,63.13,7.6,109.96,Mustard
97,59,56,24.45,65.07,7.7,107.49,Mustard
92,59,55,25.81,64.77,7.57,109.59,Mustard
92,60,59,26.06,63.11,7.47,109.31,Mustard
94,60,56,26.21,66.22,7.72,104.95,Mustard
91,57,58,25.87,62.46,7.68,106.51,Mustard
94,62,59,26.8,65.08,7.85,99.08,Mustard
97,59,55,25.64,64.62,7.85,104.93,Mustard
93,58,57,26.29,66.5,7.57,104.59,Mustard
91,58,57,25.37,65.95,7.67,107.35,Mustard
94,61,59,26.33,64.83,7.82,105.34,Mustard
97,61,56,27.0,64.28,7.67,106.48,Mustard
94,57,54,26.07,64.69,7.7,100.41,Mustard
96,62,62,25.42,66.27,7.75,110.73,Mustard
93,62,56,25.88,64.09,7.63,106.3,Mustard
93,58,53,26.02,64.16,7.59,101.11,Mustard
91,58,57,25.96,64.42,7.66,100.2,Mustard
93,59,55,26.25,64.17,7.71,98.88,Mustard
93,58,56,26.36,67.42,7.73,106.22,Mustard
94,61,59,25.77,63.19,7.64,106.38,Mustard
95,59,56,26.05,63.27,7.77,109.04,Mustard
93,58,57,26.36,64.57,7.63,108.24,Mustard
94,58,56,26.23,63.16,7.86,101.14,Mustard
93,59,55,25.12,65.96,7.57,107.88,Mustard
96,59,57,25.59,64.51,7.6,108.37,Mustard
93,61,59,25.29,63.97,7.79,108.29,Mustard
92,62,55,26.37,64.34,7.52,102.69,Mustard
92,57,57,26.27,66.98,7.72,104.12,Mustard
93,61,52,26.02,65.83,7.73,104.96,Mustard
94,59,56,26.24,64.37,7.68,105.39,Mustard
92,58,49,26.02,65.32,7.68,103.55,Mustard
97,59,57,25.97,66.38,7.86,109.45,Mustard
95,62,55,26.13,64.55,7.51,106.3,Mustard
93,60,53,26.52,62.43,7.68,111.93,Mustard
92,55,60,24.73,65.49,7.7,108.47,Mustard
93,61,57,25.42,65.85,7.69,113.95,Mustard
94,61,62,25.55,64.75,7.68,106.04,Mustard
95,61,54,25.86,66.4,7.74,107.24,Mustard
90,62,56,26.66,64.9,7.75,106.52,Mustard
96,64,57,26.19,68.96,7.62,103.94,Mustard
91,57,54,26.33,64.18,7.59,111.77,Mustard
94,57,57,25.7,63.79,7.68,101.74,Mustard
92,61,57,25.93,64.02,7.8,101.89,Mustard
96,57,50,25.9,64.78,7.84,104.65,Mustard
94,58,53,25.62,65.81,7.58,100.68,Mustard
95,57,56,26.65,62.47,7.71,101.72,Mustard
91,58,55,26.3,64.43,7.6,102.32,Mustard
94,55,57,26.08,65.55,7.76,103.31,Mustard
92,58,56,26.17,67.86,7.58,105.91,Mustard
92,60,51,26.52,65.92,7.68,107.6,Mustard
91,64,54,25.34,64.74,7.89,106.85,Mustard
96,58,58,25.8,62.83,7.52,102.32,Mustard
89,60,58,25.72,61.97,7.63,107.29,Mustard
92,56,53,26.45,61.96,7.86,106.97,Mustard
94,58,56,25.96,64.89,7.79,100.44,Mustard
92,57,56,26.98,64.78,7.63,104.0,Mustard
93,64,57,38.82,71.92,7.84,128.52,Jowar
100,64,57,38.79,69.75,7.93,131.69,Jowar
95,60,59,39.25,72.98,7.7,133.03,Jowar
99,63,59,38.71,69.87,7.84,127.36,Jowar
100,60,59,39.64,70.93,7.8,131.58,Jowar
97,64,60,39.57,71.38,7.8,127.55,Jowar
99,62,60,39.24,71.82,7.75,127.12,Jowar
95,60,63,38.92,74.0,7.64,129.63,Jowar
98,62,62,39.1,71.97,7.68,127.68,Jowar
100,63,60,39.52,73.31,7.74,131.74,Jowar
96,64,60,38.97,72.07,7.68,129.74,Jowar
99,61,59,39.01,74.28,7.85,129.65,Jowar
98,60,58,38.53,71.67,7.72,129.51,Jowar
100,61,58,38.9,70.6,7.82,131.94,Jowar
97,60,59,39.85,70.36,7.6,127.39,Jowar
97,62,59,38.78,72.49,7.76,127.81,Jowar
98,63,60,38.27,72.46,7.85,124.98,Jowar
97,59,60,38.89,69.5,7.82,133.89,Jowar
95,62,58,39.45,71.42,7.9,133.64,Jowar
99,63,59,38.97,72.52,8.15,129.61,Jowar
95,61,62,37.88,73.56,7.82,134.65,Jowar
101,63,59,38.17,69.6,7.93,130.36,Jowar
96,58,58,39.46,72.63,7.83,135.67,Jowar
98,64,57,39.09,73.38,7.76,131.06,Jowar
96,61,60,38.08,74.94,7.82,133.0,Jowar
101,61,62,39.25,73.33,7.83,128.56,Jowar
97,64,61,38.7,72.06,8.03,133.49,Jowar
99,59,60,39.58,70.63,7.95,130.31,Jowar
104,62,59,39.81,71.53,7.64,126.93,Jowar
99,61,61,37.62,73.2,7.58,131.9,Jowar
97,62,61,39.17,73.27,7.81,128.8,Jowar
97,58,60,38.72,72.29,7.56,125.5,Jowar
100,61,60,38.68,72.0,7.68,130.69,Jowar
97,59,54,39.28,71.35,7.56,132.48,Jowar
93,61,59,39.56,72.13,7.72,123.23,Jowar
98,65,57,39.42,71.53,7.87,126.97,Jowar
98,60,55,38.17,71.11,7.95,131.58,Jowar
95,65,58,39.07,73.54,7.85,133.89,Jowar
99,60,57,38.61,68.47,7.67,126.03,Jowar
98,61,56,38.57,72.71,7.7,135.16,Jowar
95,64,59,38.66,71.87,7.77,134.18,Jowar
96,61,60,39.85,70.28,7.84,130.08,Jowar
96,63,60,38.22,73.23,7.63,130.07,Jowar
94,58,57,38.48,71.89,7.68,132.88,Jowar
96,62,59,38.49,71.46,7.73,128.82,Jowar
101,60,61,40.04,74.86,7.8,129.13,Jowar
97,58,59,38.4,69.24,7.8,136.68,Jowar
96,60,60,38.73,73.62,7.88,131.53,Jowar
97,60,60,39.01,74.15,7.72,134.19,Jowar
97,61,60,39.09,71.41,7.75,127.02,Jowar
97,61,59,38.19,74.81,7.99,130.88,Jowar
98,59,60,39.34,68.89,7.7,137.17,Jowar
98,58,57,38.82,70.87,7.9,126.1,Jowar
98,64,61,38.55,72.5,7.94,125.79,Jowar
95,66,61,39.41,71.47,7.88,130.9,Jowar
95,63,61,39.49,73.65,7.82,129.26,Jowar
96,59,58,39.3,71.45,7.81,126.95,Jowar
100,60,66,39.47,74.52,7.85,130.33,Jowar
95,63,59,38.05,72.42,7.85,126.96,Jowar
98,60,61,38.76,71.97,7.79,129.02,Jowar
97,61,62,39.23,72.88,7.93,126.95,Jowar
97,65,59,39.6,71.38,7.84,136.82,Jowar
104,64,58,39.66,71.18,7.7,128.08,Jowar
97,60,60,39.73,72.85,7.62,131.19,Jowar
99,60,61,38.99,75.06,7.8,131.96,Jowar
95,65,56,38.66,74.77,7.69,130.14,Jowar
96,61,55,38.22,70.59,7.86,131.45,Jowar
101,63,63,39.07,72.43,7.85,125.43,Jowar
95,60,58,38.33,71.31,7.65,131.65,Jowar
98,61,59,39.16,71.09,7.75,136.02,Jowar
97,59,61,38.89,72.22,7.69,131.41,Jowar
96,61,59,39.49,71.77,7.76,128.18,Jowar
98,59,60,38.86,72.86,7.76,134.06,Jowar
97,60,61,39.26,73.97,7.64,131.03,Jowar
96,61,63,38.73,70.02,7.76,124.75,Jowar
97,59,61,38.73,74.62,7.78,127.68,Jowar
95,60,60,38.21,71.66,7.92,134.72,Jowar
99,59,58,39.54,71.91,7.89,127.15,Jowar
94,62,61,38.87,72.74,7.94,133.78,Jowar
94,60,60,38.19,71.86,7.95,129.98,Jowar
100,63,59,39.12,73.4,7.79,130.05,Jowar
97,63,59,38.29,72.08,7.88,130.26,Jowar
96,61,59,38.55,73.92,7.96,131.16,Jowar
99,58,60,38.31,75.57,7.75,132.73,Jowar
97,61,62,39.34,72.12,7.69,133.89,Jowar
101,58,60,39.72,68.44,7.72,130.46,Jowar
99,61,58,39.02,69.32,7.86,125.5,Jowar
96,65,60,38.94,73.99,7.74,127.97,Jowar
96,63,57,39.41,72.71,7.81,132.44,Jowar
96,61,61,40.07,71.29,7.72,129.63,Jowar
96,62,58,39.11,71.27,7.83,132.23,Jowar
96,61,59,39.02,71.6,7.75,133.32,Jowar
96,63,64,39.49,70.13,7.79,121.72,Jowar
97,63,61,39.13,73.75,7.89,138.59,Jowar
98,62,62,39.98,74.17,7.8,125.97,Jowar
97,64,61,39.75,73.18,7.73,131.53,Jowar
99,62,60,39.14,71.98,7.83,124.8,Jowar
101,58,57,39.56,73.76,7.81,128.02,Jowar
99,63,60,39.7,69.79,7.67,126.77,Jowar
97,62,58,39.67,75.04,7.76,127.9,Jowar
97,62,60,38.81,71.21,7.77,126.68,Jowar
96,61,59,39.23,71.6,7.61,130.77,Jowar
96,62,62,39.43,72.61,7.73,130.35,Jowar
101,62,58,38.38,72.49,7.83,127.99,Jowar
98,61,57,39.25,71.29,7.8,125.97,Jowar
98,63,57,39.11,71.48,7.73,132.9,Jowar
97,66,57,38.23,72.96,7.92,128.88,Jowar
98,61,58,39.02,74.63,7.95,130.59,Jowar
100,63,59,39.01,73.54,7.64,129.76,Jowar
100,62,64,38.56,71.52,7.89,124.79,Jowar
97,61,61,39.47,70.28,7.72,131.85,Jowar
97,63,59,39.5,71.31,7.65,129.49,Jowar
100,60,57,38.91,71.94,7.72,129.15,Jowar
99,61,60,38.57,71.39,7.67,132.7,Jowar
95,62,59,39.63,72.3,7.84,130.66,Jowar
97,61,59,40.05,72.62,7.7,131.6,Jowar
99,60,61,39.53,69.55,7.92,133.02,Jowar
95,60,60,38.86,74.82,7.65,128.85,Jowar
94,64,58,39.36,73.64,7.85,130.26,Jowar
98,64,60,38.08,72.55,7.74,128.54,Jowar
100,64,58,38.93,72.24,7.73,129.8,Jowar
96,58,59,38.63,71.6,7.69,134.27,Jowar
97,66,57,38.98,73.94,7.81,129.05,Jowar
99,62,57,39.27,73.32,7.72,126.15,Jowar
100,65,57,38.69,70.89,7.82,132.69,Jowar
100,64,60,39.01,74.89,7.91,126.79,Jowar
97,59,60,38.22,74.52,7.79,129.09,Jowar
98,60,60,38.79,71.93,7.74,129.76,Jowar
99,61,59,39.32,71.96,7.67,129.83,Jowar
97,64,59,39.25,70.08,7.82,127.14,Jowar
98,64,57,38.81,71.52,7.87,131.28,Jowar
96,63,61,39.04,74.79,7.92,126.15,Jowar
97,61,58,39.69,70.86,7.72,130.26,Jowar
98,60,59,38.87,74.78,7.76,128.71,Jowar
96,65,61,38.82,71.81,7.96,134.36,Jowar
97,63,61,38.53,71.38,7.86,130.21,Jowar
101,60,58,38.49,74.42,7.75,129.6,Jowar
96,61,61,39.37,73.05,7.67,135.88,Jowar
95,59,60,39.31,73.08,7.75,127.56,Jowar
99,61,59,38.63,70.91,7.81,134.54,Jowar
100,63,58,39.16,73.6,7.85,126.56,Jowar
94,62,55,38.33,68.95,7.85,128.74,Jowar
98,61,60,38.96,73.52,7.84,127.65,Jowar
98,60,61,38.9,72.55,7.86,130.96,Jowar
99,63,59,37.7,71.09,7.95,130.42,Jowar
100,56,58,39.17,69.92,7.84,130.55,Jowar
96,64,57,39.1,71.5,7.84,134.65,Jowar
98,62,56,39.59,71.36,7.91,126.46,Jowar
98,61,61,38.6,70.92,7.76,131.23,Jowar
96,61,58,39.3,72.65,7.7,127.94,Jowar
112,58,52,29.0,88.0,6.1,245.0,Rice
96,52,44,26.0,72.0,6.4,118.0,Maize
48,66,42,22.0,58.0,7.0,72.0,Chickpea
38,58,32,21.0,64.0,6.3,108.0,Kidneybeans
42,54,36,28.0,68.0,6.7,96.0,Pigeonpeas
26,38,24,32.0,46.0,7.3,52.0,Mothbeans
34,48,28,29.0,62.0,6.5,84.0,Mungbean
40,52,30,30.0,66.0,6.8,92.0,Blackgram
44,56,34,20.0,54.0,7.1,68.0,Lentil
56,32,38,27.0,61.0,6.7,82.0,Pomegranate
148,74,118,31.0,90.0,6.9,238.0,Banana
72,34,54,28.0,71.0,6.5,168.0,Mango
36,28,62,25.0,59.0,6.3,94.0,Grapes
92,30,52,31.0,78.0,6.8,88.0,Watermelon
84,34,48,30.0,74.0,6.6,76.0,Muskmelon
28,22,26,18.0,63.0,6.1,116.0,Apple
88,46,64,26.0,74.0,6.4,142.0,Orange
108,56,82,32.0,84.0,6.6,154.0,Papaya
114,44,122,30.0,92.0,6.3,294.0,Coconut
104,56,62,30.0,66.0,7.2,112.0,Cotton
92,48,54,29.0,87.0,6.5,226.0,Jute
102,48,56,25.0,82.0,6.0,198.0,Coffee
142,68,84,33.0,81.0,6.8,265.0,Sugarcane
118,54,72,24.0,91.0,5.1,285.0,Tea
42,58,46,29.0,64.0,6.3,96.0,Groundnut
48,66,54,27.0,74.0,6.6,108.0,Soybean
92,58,74,30.0,86.0,6.4,176.0,Turmeric
84,46,38,21.0,58.0,6.7,78.0,Wheat
46,28,26,34.0,48.0,7.3,58.0,Bajra
54,42,34,26.0,67.0,6.2,92.0,Ragi
58,34,32,19.0,52.0,7.1,64.0,Mustard
62,38,36,31.0,58.0,7.0,86.0,Jowar
105,54,48,28.0,86.0,5.9,232.0,Rice
90,48,42,25.0,69.0,6.2,108.0,Maize
42,62,38,23.0,56.0,6.9,66.0,Chickpea
34,54,28,20.0,61.0,6.1,102.0,Kidneybeans
38,50,32,27.0,65.0,6.5,90.0,Pigeonpeas
22,34,20,31.0,43.0,7.1,48.0,Mothbeans
30,44,24,28.0,60.0,6.3,80.0,Mungbean
36,48,28,29.0,64.0,6.6,88.0,Blackgram
40,52,30,19.0,52.0,6.9,62.0,Lentil
50,28,34,26.0,58.0,6.5,76.0,Pomegranate
138,70,112,30.0,88.0,6.7,224.0,Banana
66,30,50,27.0,68.0,6.3,154.0,Mango
32,24,58,24.0,56.0,6.1,88.0,Grapes
86,26,48,30.0,74.0,6.6,82.0,Watermelon
78,30,44,29.0,70.0,6.4,70.0,Muskmelon
24,18,22,17.0,60.0,5.9,108.0,Apple
82,42,58,25.0,70.0,6.2,136.0,Orange
100,52,76,31.0,82.0,6.4,148.0,Papaya
108,40,116,29.0,90.0,6.1,282.0,Coconut
98,52,58,29.0,62.0,7.0,106.0,Cotton
86,44,50,28.0,84.0,6.3,214.0,Jute
96,44,52,24.0,80.0,5.8,186.0,Coffee
134,64,78,32.0,78.0,6.6,252.0,Sugarcane
112,50,68,23.0,89.0,4.9,274.0,Tea
38,54,42,28.0,60.0,6.1,90.0,Groundnut
44,62,50,26.0,70.0,6.4,102.0,Soybean
86,54,68,29.0,84.0,6.2,168.0,Turmeric
78,42,34,20.0,54.0,6.5,72.0,Wheat
42,24,22,33.0,44.0,7.1,52.0,Bajra
50,38,30,25.0,64.0,6.0,86.0,Ragi
54,30,28,18.0,48.0,6.9,58.0,Mustard
58,34,32,30.0,54.0,6.8,80.0,Jowar
118,62,56,30.0,89.0,6.3,258.0,Rice
102,56,46,27.0,74.0,6.5,124.0,Maize
46,68,40,24.0,59.0,7.1,74.0,Chickpea
40,60,30,22.0,66.0,6.4,112.0,Kidneybeans
44,56,34,29.0,70.0,6.8,98.0,Pigeonpeas
28,40,22,33.0,47.0,7.4,54.0,Mothbeans
36,50,26,30.0,63.0,6.6,88.0,Mungbean
42,54,32,31.0,68.0,6.9,96.0,Blackgram
48,58,36,21.0,56.0,7.2,70.0,Lentil
60,34,40,28.0,64.0,6.8,86.0,Pomegranate
152,78,124,32.0,92.0,7.0,246.0,Banana
76,36,58,29.0,73.0,6.6,176.0,Mango
38,30,66,26.0,61.0,6.4,98.0,Grapes
96,32,56,32.0,79.0,6.9,92.0,Watermelon
88,36,50,31.0,75.0,6.7,80.0,Muskmelon
30,24,28,19.0,65.0,6.2,122.0,Apple
92,48,68,27.0,76.0,6.5,148.0,Orange
112,58,86,33.0,86.0,6.7,162.0,Papaya
118,46,126,31.0,93.0,6.4,306.0,Coconut
108,58,66,31.0,68.0,7.3,118.0,Cotton
96,50,58,30.0,88.0,6.6,234.0,Jute
106,50,60,26.0,84.0,6.1,206.0,Coffee
148,72,88,34.0,83.0,6.9,272.0,Sugarcane
122,56,76,25.0,93.0,5.2,292.0,Tea
44,60,48,30.0,66.0,6.4,98.0,Groundnut
50,68,56,28.0,76.0,6.7,114.0,Soybean
96,60,78,31.0,88.0,6.5,182.0,Turmeric
88,48,40,22.0,60.0,6.8,82.0,Wheat
48,30,28,35.0,50.0,7.4,62.0,Bajra
58,44,36,27.0,69.0,6.3,96.0,Ragi
62,36,34,20.0,54.0,7.2,68.0,Mustard
66,40,38,32.0,60.0,7.1,90.0,Jowar
40,54,30,31.0,66.0,6.7,92.0,Mungbean
52,62,40,22.0,58.0,7.3,74.0,Lentil
94,40,56,32.0,77.0,6.8,86.0,Muskmelon
46,58,36,32.0,70.0,7.0,102.0,Blackgram
98,52,74,28.0,78.0,6.6,156.0,Orange
102,54,64,31.0,90.0,6.7,246.0,Jute
48,60,38,30.0,72.0,6.9,104.0,Pigeonpeas
124,66,60,32.0,92.0,6.5,276.0,Rice
108,60,50,29.0,78.0,6.8,132.0,Maize
52,72,44,26.0,62.0,7.3,80.0,Chickpea
44,64,34,24.0,68.0,6.6,120.0,Kidneybeans
48,60,38,31.0,74.0,7.0,106.0,Pigeonpeas
32,44,26,35.0,50.0,7.6,60.0,Mothbeans
40,54,30,32.0,66.0,6.8,96.0,Mungbean
46,58,36,33.0,72.0,7.1,104.0,Blackgram
52,62,40,23.0,59.0,7.4,76.0,Lentil
64,38,44,30.0,68.0,7.0,94.0,Pomegranate
158,82,130,34.0,95.0,7.2,260.0,Banana
80,40,62,31.0,76.0,6.8,184.0,Mango
42,34,70,28.0,64.0,6.6,106.0,Grapes
100,36,60,34.0,82.0,7.1,100.0,Watermelon
92,40,54,33.0,79.0,6.9,88.0,Muskmelon
34,28,32,21.0,69.0,6.4,130.0,Apple
96,52,72,29.0,80.0,6.7,160.0,Orange
116,62,90,35.0,90.0,6.9,172.0,Papaya
124,50,132,33.0,96.0,6.6,322.0,Coconut
112,62,70,33.0,72.0,7.5,126.0,Cotton
100,54,62,32.0,91.0,6.8,248.0,Jute
110,54,64,28.0,88.0,6.3,218.0,Coffee
152,76,92,36.0,86.0,7.1,284.0,Sugarcane
126,60,80,27.0,96.0,5.4,304.0,Tea
48,64,52,32.0,70.0,6.6,106.0,Groundnut
54,72,60,30.0,80.0,6.9,122.0,Soybean
100,64,82,33.0,92.0,6.7,194.0,Turmeric
92,52,44,24.0,64.0,7.0,90.0,Wheat
52,34,32,37.0,54.0,7.6,70.0,Bajra
62,48,40,29.0,72.0,6.5,104.0,Ragi
66,40,38,22.0,58.0,7.4,76.0,Mustard
70,44,42,34.0,64.0,7.3,98.0,Jowar
64,80,52,27.0,65.0,7.4,88.0,Chickpea
52,62,38,33.0,70.0,6.9,104.0,Mungbean
64,70,48,24.0,62.0,7.5,86.0,Lentil
76,46,52,31.0,70.0,7.1,106.0,Pomegranate
54,42,84,29.0,67.0,6.7,118.0,Grapes
106,48,64,34.0,81.0,7.0,98.0,Muskmelon
46,36,40,22.0,71.0,6.5,144.0,Apple
110,60,86,30.0,82.0,6.8,172.0,Orange
136,58,144,34.0,99.0,6.7,346.0,Coconut
114,62,76,33.0,94.0,6.9,272.0,Jute
140,68,94,28.0,99.0,5.5,338.0,Tea
68,80,72,31.0,82.0,7.0,138.0,Soybean
76,56,48,30.0,75.0,6.6,118.0,Ragi
170,90,142,35.0,98.0,7.3,286.0,Banana
166,84,106,37.0,89.0,7.2,318.0,Sugarcane
142,78,72,34.0,97.0,6.7,322.0,Rice
126,72,62,31.0,82.0,6.9,154.0,Maize
70,84,56,28.0,67.0,7.5,94.0,Chickpea
62,76,46,26.0,74.0,6.8,140.0,Kidneybeans
66,72,50,33.0,78.0,7.2,126.0,Pigeonpeas
44,56,38,37.0,55.0,7.8,74.0,Mothbeans
58,66,42,34.0,72.0,7.0,112.0,Mungbean
64,70,48,35.0,76.0,7.3,124.0,Blackgram
70,74,52,25.0,64.0,7.6,92.0,Lentil
82,50,56,32.0,72.0,7.2,114.0,Pomegranate
176,94,148,36.0,99.0,7.4,302.0,Banana
100,52,74,33.0,81.0,7.0,220.0,Mango
60,46,90,30.0,69.0,6.8,126.0,Grapes
120,48,72,36.0,87.0,7.3,120.0,Watermelon
112,52,68,35.0,83.0,7.1,104.0,Muskmelon
52,40,44,23.0,73.0,6.6,152.0,Apple
116,64,92,31.0,84.0,6.9,180.0,Orange
136,74,110,37.0,94.0,7.1,208.0,Papaya
142,62,150,35.0,99.0,6.8,362.0,Coconut
132,74,90,35.0,76.0,7.7,150.0,Cotton
120,66,82,34.0,96.0,7.0,286.0,Jute
130,66,84,30.0,92.0,6.5,250.0,Coffee
172,88,112,38.0,91.0,7.3,334.0,Sugarcane
146,72,100,29.0,99.0,5.6,352.0,Tea
68,76,64,34.0,74.0,6.8,126.0,Groundnut
74,84,78,32.0,84.0,7.1,146.0,Soybean
120,76,102,35.0,96.0,6.9,232.0,Turmeric
112,64,56,26.0,68.0,7.2,110.0,Wheat
72,46,44,39.0,58.0,7.8,90.0,Bajra
82,60,52,31.0,77.0,6.7,126.0,Ragi
86,52,50,24.0,62.0,7.6,96.0,Mustard
90,56,54,36.0,68.0,7.5,118.0,Jowar
118,66,58,31.0,91.0,6.3,248.0,Rice
104,58,52,29.0,74.0,6.7,136.0,Maize
58,76,48,24.0,61.0,7.2,82.0,Chickpea
54,70,40,23.0,66.0,6.5,118.0,Kidneybeans
60,68,42,30.0,71.0,6.9,104.0,Pigeonpeas
36,48,30,34.0,48.0,7.4,58.0,Mothbeans
48,58,36,31.0,67.0,6.8,96.0,Mungbean
52,62,40,32.0,72.0,7.0,108.0,Blackgram
56,66,44,22.0,58.0,7.1,80.0,Lentil
68,40,48,29.0,63.0,6.8,92.0,Pomegranate
158,86,132,33.0,96.0,7.0,276.0,Banana
88,44,60,30.0,74.0,6.7,186.0,Mango
50,38,76,27.0,61.0,6.4,104.0,Grapes
102,42,60,33.0,79.0,6.9,96.0,Watermelon
96,46,56,32.0,76.0,6.7,88.0,Muskmelon
44,34,38,20.0,66.0,6.1,126.0,Apple
96,56,76,28.0,76.0,6.5,158.0,Orange
118,66,96,34.0,88.0,6.8,184.0,Papaya
126,54,136,32.0,96.0,6.4,318.0,Coconut
116,64,76,32.0,69.0,7.2,128.0,Cotton
104,58,68,31.0,91.0,6.6,244.0,Jute
114,58,72,27.0,86.0,6.1,214.0,Coffee
156,82,96,35.0,84.0,6.9,286.0,Sugarcane
128,64,88,26.0,96.0,5.2,308.0,Tea
56,66,54,31.0,67.0,6.5,104.0,Groundnut
62,74,66,29.0,76.0,6.8,124.0,Soybean
104,68,88,32.0,91.0,6.5,208.0,Turmeric
96,56,48,23.0,61.0,6.9,92.0,Wheat
58,40,36,36.0,52.0,7.4,72.0,Bajra
68,52,44,28.0,69.0,6.3,104.0,Ragi
72,46,42,21.0,54.0,7.1,74.0,Mustard
76,48,46,33.0,61.0,7.2,96.0,Jowar
132,74,66,33.0,95.0,6.6,286.0,Rice
116,64,58,30.0,79.0,6.8,148.0,Maize
64,82,52,26.0,65.0,7.4,90.0,Chickpea
58,74,44,25.0,70.0,6.7,128.0,Kidneybeans
62,70,46,31.0,74.0,7.0,116.0,Pigeonpeas
40,52,34,35.0,52.0,7.6,66.0,Mothbeans
54,62,40,32.0,70.0,6.9,104.0,Mungbean
58,66,44,33.0,74.0,7.1,116.0,Blackgram
62,70,48,24.0,62.0,7.3,88.0,Lentil
76,46,52,31.0,68.0,7.0,104.0,Pomegranate
168,92,142,35.0,98.0,7.2,294.0,Banana
94,48,68,32.0,78.0,6.9,204.0,Mango
56,42,84,29.0,66.0,6.6,118.0,Grapes
112,46,68,35.0,84.0,7.1,108.0,Watermelon
104,50,62,34.0,80.0,6.9,98.0,Muskmelon
48,38,42,22.0,70.0,6.3,140.0,Apple
106,60,84,30.0,80.0,6.7,170.0,Orange
128,72,104,36.0,92.0,7.0,196.0,Papaya
136,58,144,34.0,98.0,6.6,340.0,Coconut
124,70,84,34.0,73.0,7.5,142.0,Cotton
114,62,76,33.0,94.0,6.8,264.0,Jute
122,62,78,29.0,89.0,6.3,232.0,Coffee
166,86,104,37.0,88.0,7.1,312.0,Sugarcane
138,68,94,28.0,98.0,5.4,330.0,Tea
62,72,60,33.0,72.0,6.7,116.0,Groundnut
68,80,72,31.0,80.0,7.0,136.0,Soybean
114,72,96,34.0,94.0,6.7,220.0,Turmeric
104,60,52,25.0,66.0,7.1,102.0,Wheat
66,44,40,38.0,56.0,7.6,82.0,Bajra
76,56,48,30.0,74.0,6.5,116.0,Ragi
80,50,46,23.0,58.0,7.3,86.0,Mustard
84,52,50,35.0,66.0,7.4,108.0,Jowar
124,70,62,32.0,93.0,6.4,268.0,Rice
110,60,54,28.0,76.0,6.6,142.0,Maize
60,78,50,25.0,63.0,7.3,86.0,Chickpea
56,72,42,24.0,68.0,6.6,122.0,Kidneybeans
61,69,44,29.0,72.0,6.8,110.0,Pigeonpeas
38,50,32,36.0,50.0,7.5,62.0,Mothbeans
52,60,38,30.0,69.0,6.8,100.0,Mungbean
56,64,42,31.0,73.0,7.0,112.0,Blackgram
60,68,46,23.0,60.0,7.2,84.0,Lentil
72,44,50,30.0,66.0,6.9,98.0,Pomegranate
162,88,136,34.0,97.0,7.1,284.0,Banana
90,46,64,31.0,76.0,6.8,196.0,Mango
54,40,80,28.0,64.0,6.5,112.0,Grapes
108,44,64,34.0,82.0,7.0,102.0,Watermelon
100,48,60,33.0,78.0,6.8,94.0,Muskmelon
46,36,40,21.0,68.0,6.2,134.0,Apple
100,58,80,29.0,78.0,6.6,164.0,Orange
122,68,100,35.0,90.0,6.9,190.0,Papaya
130,56,140,33.0,97.0,6.5,328.0,Coconut
120,68,80,33.0,71.0,7.4,136.0,Cotton
108,60,72,32.0,92.0,6.7,254.0,Jute
118,60,76,28.0,87.0,6.2,224.0,Coffee
160,84,100,36.0,86.0,7.0,300.0,Sugarcane
132,66,90,27.0,97.0,5.3,320.0,Tea
60,70,58,32.0,70.0,6.6,110.0,Groundnut
66,78,70,30.0,78.0,6.9,130.0,Soybean
108,70,92,33.0,92.0,6.6,214.0,Turmeric
100,58,50,24.0,64.0,7.0,98.0,Wheat
62,42,38,37.0,54.0,7.5,78.0,Bajra
72,54,46,29.0,72.0,6.4,110.0,Ragi
76,48,44,22.0,56.0,7.2,82.0,Mustard
80,50,48,34.0,64.0,7.3,104.0,Jowar
146,82,74,37.0,99.0,6.8,326.0,Rice
128,70,64,33.0,85.0,7.1,168.0,Maize
72,88,58,29.0,70.0,7.6,102.0,Chickpea
66,80,50,28.0,75.0,7.0,142.0,Kidneybeans
70,76,52,34.0,79.0,7.2,128.0,Pigeonpeas
48,58,40,39.0,57.0,7.9,76.0,Mothbeans
62,68,44,35.0,75.0,7.1,116.0,Mungbean
66,72,48,36.0,79.0,7.4,128.0,Blackgram
70,76,54,26.0,67.0,7.6,100.0,Lentil
84,52,58,34.0,73.0,7.3,118.0,Pomegranate
182,98,154,38.0,99.0,7.5,338.0,Banana
106,56,74,35.0,83.0,7.2,236.0,Mango
64,48,94,32.0,71.0,6.9,134.0,Grapes
124,52,76,38.0,89.0,7.4,122.0,Watermelon
116,56,70,37.0,85.0,7.2,112.0,Muskmelon
56,44,48,24.0,75.0,6.6,156.0,Apple
118,66,92,33.0,85.0,7.0,188.0,Orange
